CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
41013,25,Female,57,15,8,15,Premium,Monthly,657,1,0
9924,24,Male,21,8,3,15,Basic,Quarterly,473,5,0
10843,24,Female,36,7,4,2,Premium,Monthly,634,26,0
2092,37,Female,18,17,10,3,Standard,Quarterly,611,4,0
13239,30,Female,19,27,9,5,Basic,Annual,504,22,0
57396,61,Male,30,2,7,26,Basic,Annual,439,23,1
29652,48,Male,59,12,6,10,Standard,Quarterly,993,20,0
2902,61,Male,30,7,9,25,Basic,Monthly,186,3,1
5353,35,Male,54,15,4,1,Basic,Annual,992,1,0
36647,33,Male,10,26,7,30,Premium,Annual,634,5,0
18153,29,Female,13,25,9,19,Basic,Monthly,495,15,0
3629,30,Female,23,29,2,4,Premium,Monthly,183,29,0
11427,52,Female,21,6,5,28,Premium,Monthly,924,21,1
26072,28,Female,14,5,3,12,Standard,Monthly,404,7,0
30415,31,Male,4,3,7,13,Basic,Annual,205,19,1
54762,26,Male,34,24,7,29,Standard,Annual,272,27,1
26269,52,Female,38,12,9,28,Premium,Monthly,285,5,1
13489,25,Male,14,22,6,25,Premium,Annual,502,3,0
25316,56,Female,42,27,6,16,Basic,Annual,189,3,1
27948,65,Male,56,6,10,9,Basic,Annual,484,24,0
39361,28,Male,12,27,2,1,Premium,Monthly,442,26,0
4202,42,Female,36,14,10,3,Standard,Monthly,132,25,0
3471,38,Female,36,12,2,2,Premium,Annual,873,29,0
7503,34,Female,7,14,7,27,Standard,Annual,366,18,1
56057,21,Female,18,28,0,28,Premium,Annual,220,9,1
34098,24,Male,13,4,8,21,Premium,Annual,957,22,0
46028,58,Female,32,9,8,21,Standard,Quarterly,660,20,1
33166,27,Female,16,23,6,3,Basic,Monthly,716,7,0
6536,61,Female,15,16,8,25,Basic,Quarterly,259,21,1
56626,52,Male,12,3,8,26,Premium,Annual,631,29,1
1363,56,Female,34,14,9,22,Premium,Monthly,269,17,1
44880,61,Female,58,28,7,20,Premium,Monthly,434,10,1
14578,28,Female,8,25,0,25,Basic,Quarterly,423,6,1
2241,36,Male,5,15,9,28,Standard,Monthly,417,3,0
50203,49,Female,23,2,5,29,Basic,Monthly,133,2,1
52693,27,Female,47,20,8,20,Premium,Annual,188,5,1
6380,65,Female,40,7,2,3,Premium,Monthly,391,17,0
12506,38,Female,29,21,9,18,Premium,Monthly,679,15,1
16306,54,Female,40,25,5,25,Basic,Monthly,625,25,1
17005,44,Male,32,18,5,28,Premium,Monthly,378,11,1
39053,62,Male,42,28,2,11,Basic,Monthly,193,27,0
50668,41,Female,45,30,6,25,Basic,Quarterly,933,4,1
2238,24,Female,44,6,0,7,Basic,Monthly,518,22,0
24555,44,Female,56,28,10,9,Basic,Quarterly,857,11,0
6903,23,Female,59,9,5,26,Premium,Annual,370,26,1
51074,53,Female,42,10,8,20,Basic,Monthly,858,1,1
38053,28,Female,24,10,1,21,Premium,Quarterly,841,25,0
44637,30,Female,47,8,4,30,Premium,Quarterly,152,27,1
56768,59,Female,14,8,1,28,Standard,Monthly,946,17,1
8372,32,Male,34,30,10,25,Premium,Annual,489,29,1
22942,39,Male,35,20,4,3,Premium,Monthly,947,1,0
63627,20,Female,39,17,8,30,Premium,Annual,242,19,1
9000,60,Female,30,29,9,24,Basic,Monthly,344,30,1
40312,28,Male,54,6,1,22,Premium,Monthly,983,10,0
33023,33,Male,11,22,4,26,Basic,Monthly,951,11,0
25172,47,Male,22,10,2,30,Premium,Quarterly,758,7,0
47011,56,Male,49,2,6,9,Basic,Quarterly,640,11,1
16688,19,Female,40,19,8,16,Basic,Quarterly,724,18,1
10158,57,Male,46,24,5,27,Basic,Quarterly,511,26,1
11710,64,Female,15,23,8,23,Standard,Quarterly,821,25,0
52690,56,Male,29,24,8,17,Basic,Monthly,680,20,1
55586,59,Male,30,15,10,20,Basic,Monthly,455,2,1
46736,33,Female,42,13,6,19,Standard,Annual,552,8,1
45471,31,Male,25,23,2,7,Basic,Quarterly,592,13,0
20041,39,Female,10,14,4,2,Premium,Annual,987,14,0
44885,48,Female,18,9,1,18,Basic,Annual,437,27,0
27999,23,Male,8,26,5,5,Standard,Quarterly,145,1,0
54929,39,Female,18,12,7,29,Basic,Quarterly,325,20,1
492,39,Female,44,30,2,30,Standard,Annual,844,23,0
30391,46,Female,10,29,6,0,Premium,Quarterly,314,28,0
55918,50,Male,24,24,8,19,Standard,Quarterly,716,22,1
61768,59,Female,22,24,9,21,Basic,Monthly,303,27,1
51279,47,Female,9,25,1,27,Premium,Monthly,560,1,1
42984,61,Female,8,13,1,7,Premium,Annual,932,25,0
32478,55,Male,25,25,7,22,Premium,Monthly,914,18,1
22390,26,Male,44,28,7,10,Standard,Annual,809,5,0
62997,35,Female,47,8,2,25,Standard,Monthly,655,15,1
54323,32,Female,6,17,4,23,Standard,Monthly,424,21,1
11593,38,Female,37,6,9,10,Premium,Quarterly,997,22,0
39197,51,Female,16,28,4,15,Basic,Annual,621,22,0
7887,19,Male,30,16,6,3,Standard,Annual,202,12,0
33580,55,Male,19,11,7,8,Standard,Monthly,474,27,0
2651,28,Female,53,3,10,15,Basic,Monthly,506,13,0
25232,18,Male,59,14,5,22,Basic,Monthly,157,11,1
30907,39,Male,34,10,9,15,Standard,Monthly,282,4,0
53026,47,Female,25,19,2,28,Basic,Annual,127,15,1
11265,37,Male,23,17,8,22,Standard,Monthly,725,24,0
16405,27,Male,22,7,0,18,Standard,Annual,593,7,0
644,39,Male,19,10,4,24,Standard,Annual,742,28,0
63951,56,Male,37,4,8,21,Basic,Quarterly,261,3,1
21335,47,Female,12,12,8,11,Basic,Annual,283,24,0
27373,21,Female,58,18,7,16,Basic,Annual,879,1,1
19266,20,Female,39,13,4,19,Premium,Monthly,178,18,0
63752,48,Male,28,12,5,22,Basic,Monthly,389,26,1
56015,37,Female,52,3,7,16,Basic,Monthly,703,10,1
21868,57,Female,33,11,5,11,Basic,Monthly,626,14,0
61025,44,Male,46,10,7,24,Standard,Annual,686,19,1
49870,57,Male,54,5,7,18,Basic,Monthly,465,8,1
44552,46,Female,24,6,6,19,Basic,Quarterly,422,13,1
2719,58,Male,51,15,6,6,Basic,Monthly,364,20,0
7558,20,Male,43,23,8,2,Basic,Quarterly,432,20,0
5727,59,Female,40,16,2,14,Premium,Quarterly,946,11,0
33818,46,Female,46,27,1,16,Premium,Quarterly,349,29,0
12366,43,Female,42,21,10,21,Premium,Quarterly,582,28,1
29930,37,Male,6,28,10,16,Premium,Annual,312,8,0
7871,57,Female,12,11,10,21,Basic,Monthly,818,7,1
61041,19,Male,38,20,7,21,Premium,Quarterly,279,7,1
63321,56,Female,7,2,6,13,Basic,Quarterly,187,17,1
32963,40,Male,18,21,6,10,Premium,Quarterly,341,13,0
62436,61,Female,12,13,4,27,Standard,Monthly,147,25,1
12653,51,Female,58,15,6,1,Standard,Quarterly,357,7,0
7799,33,Male,36,26,2,23,Basic,Quarterly,894,30,0
56378,51,Female,57,25,3,22,Basic,Monthly,689,28,1
54450,30,Female,44,16,10,24,Basic,Quarterly,891,24,1
54521,44,Male,25,27,9,17,Basic,Monthly,962,21,1
12869,48,Male,11,5,8,11,Standard,Monthly,800,19,0
50816,65,Female,58,5,10,0,Standard,Annual,818,4,1
61463,19,Female,14,1,0,22,Standard,Monthly,189,7,1
1544,25,Male,57,8,5,23,Basic,Annual,206,18,1
23498,30,Male,47,17,4,27,Standard,Monthly,712,22,0
53201,55,Female,59,27,10,28,Basic,Annual,420,12,1
4038,33,Female,12,25,8,15,Premium,Annual,947,12,0
32884,57,Male,45,12,1,26,Standard,Monthly,676,24,0
12513,28,Male,47,20,9,25,Standard,Annual,564,2,1
25830,35,Male,41,30,1,18,Basic,Annual,555,13,0
46227,30,Male,52,7,9,30,Basic,Annual,378,6,1
55671,33,Male,25,18,9,26,Basic,Annual,659,7,1
44449,35,Female,60,20,8,22,Standard,Annual,245,4,1
46757,27,Female,10,1,5,29,Basic,Annual,995,29,1
27911,53,Male,39,20,5,26,Standard,Quarterly,390,16,1
24596,26,Male,15,13,9,21,Basic,Monthly,716,10,0
392,45,Male,3,6,1,17,Standard,Annual,418,10,0
35358,57,Male,49,25,3,2,Basic,Monthly,261,6,0
54575,38,Male,53,2,10,18,Basic,Monthly,442,19,1
46265,42,Male,34,27,8,17,Basic,Monthly,803,13,1
6762,44,Male,54,1,6,30,Basic,Annual,557,17,1
50347,47,Male,26,1,9,29,Basic,Annual,115,12,1
29046,25,Female,13,25,0,21,Basic,Annual,237,4,1
2682,27,Male,51,16,8,0,Basic,Monthly,548,14,0
13609,47,Female,42,3,6,28,Premium,Quarterly,307,14,1
20771,61,Male,55,7,3,0,Basic,Annual,150,2,0
56376,21,Female,1,3,7,1,Basic,Annual,281,24,1
38565,26,Male,33,29,7,21,Standard,Monthly,472,9,1
53148,56,Male,35,2,7,13,Standard,Quarterly,955,29,1
27194,43,Female,13,12,6,18,Basic,Monthly,753,5,0
19554,28,Male,1,30,2,29,Premium,Annual,660,6,0
56792,54,Female,43,25,10,28,Basic,Quarterly,848,4,1
427,54,Male,18,4,1,22,Basic,Monthly,272,29,0
5886,36,Female,12,15,4,20,Basic,Monthly,228,23,0
58151,50,Male,27,3,9,29,Basic,Annual,670,27,1
32687,53,Male,32,28,1,3,Standard,Annual,755,30,0
41073,54,Female,21,27,1,3,Standard,Annual,428,20,0
49887,62,Female,35,12,7,28,Basic,Annual,498,12,1
13119,22,Female,12,24,8,28,Standard,Monthly,609,18,1
46784,19,Female,27,16,4,23,Basic,Annual,340,6,1
12,56,Male,13,23,5,14,Basic,Quarterly,187,1,0
33295,65,Male,23,28,8,14,Basic,Monthly,591,26,0
41611,50,Female,54,10,9,4,Basic,Quarterly,729,21,0
55535,50,Male,54,7,6,28,Premium,Annual,156,24,1
32433,23,Female,22,12,4,4,Standard,Annual,938,3,0
63770,62,Male,48,4,7,18,Premium,Annual,289,8,1
933,22,Male,46,9,8,27,Premium,Monthly,228,21,1
31329,20,Female,28,17,0,28,Basic,Monthly,460,4,1
24479,47,Male,8,13,2,26,Premium,Monthly,385,17,0
39010,29,Female,52,12,9,7,Basic,Annual,104,11,0
29590,63,Male,27,11,7,20,Basic,Quarterly,225,22,1
41840,44,Female,44,7,6,9,Standard,Monthly,245,12,0
39556,65,Female,5,8,0,10,Premium,Quarterly,817,1,0
21235,46,Female,12,11,0,24,Premium,Monthly,723,27,1
45336,65,Female,6,22,8,1,Premium,Quarterly,976,19,0
18462,18,Male,16,18,8,21,Premium,Monthly,114,4,0
33479,51,Female,9,22,10,17,Standard,Quarterly,962,29,0
31198,22,Male,44,16,0,16,Standard,Annual,578,19,0
32624,27,Male,37,5,8,14,Basic,Annual,274,11,0
10238,53,Male,14,11,10,28,Basic,Annual,389,7,0
18526,58,Female,15,7,4,25,Basic,Annual,953,17,0
32382,40,Female,15,29,1,17,Basic,Annual,821,28,0
30491,61,Male,3,12,3,6,Standard,Monthly,561,9,0
23523,50,Male,39,14,3,12,Standard,Monthly,151,29,0
73,52,Female,5,12,5,23,Basic,Annual,844,12,0
55015,33,Male,27,10,10,26,Standard,Annual,501,30,1
2295,62,Female,43,6,3,20,Basic,Annual,208,28,0
29575,42,Female,22,3,3,20,Premium,Annual,789,21,0
34911,51,Male,29,22,9,25,Premium,Monthly,680,5,1
17722,36,Female,37,26,7,12,Standard,Annual,750,26,0
61609,65,Female,45,9,9,16,Basic,Quarterly,758,12,1
51336,20,Male,59,19,6,18,Standard,Monthly,381,7,1
20511,63,Female,51,15,5,0,Standard,Annual,262,25,0
47921,35,Female,53,10,5,25,Premium,Quarterly,576,23,1
22256,28,Female,10,15,5,1,Premium,Annual,120,26,0
27226,41,Female,35,28,8,0,Premium,Monthly,464,24,0
64336,32,Female,36,11,2,29,Basic,Monthly,843,18,1
33635,49,Female,45,1,10,2,Premium,Monthly,551,12,0
47832,41,Female,55,8,10,18,Premium,Quarterly,572,10,1
34836,57,Female,38,26,10,9,Standard,Annual,866,30,0
24422,59,Male,7,21,7,24,Basic,Annual,365,13,0
32498,42,Female,57,17,4,23,Standard,Quarterly,739,16,0
18781,50,Male,25,28,4,1,Basic,Quarterly,990,18,0
39161,23,Male,2,3,0,18,Premium,Monthly,250,23,0
4797,55,Female,2,10,7,0,Standard,Quarterly,204,8,0
29110,50,Male,53,9,2,3,Basic,Annual,266,20,0
39581,32,Female,17,4,7,16,Basic,Monthly,882,23,0
6886,46,Male,19,4,8,5,Premium,Annual,320,21,0
59610,43,Female,26,21,7,20,Premium,Annual,962,3,1
24007,32,Female,6,25,2,12,Basic,Quarterly,848,26,0
15976,39,Male,5,23,2,8,Premium,Annual,427,14,0
35214,28,Female,44,11,3,26,Basic,Annual,652,17,0
38484,57,Male,31,29,6,2,Standard,Monthly,197,8,0
36958,46,Male,49,2,1,10,Premium,Annual,968,30,0
56926,53,Female,36,4,4,17,Standard,Quarterly,924,3,1
62963,32,Male,42,6,7,27,Premium,Quarterly,731,25,1
40512,63,Female,51,18,2,19,Standard,Quarterly,134,6,0
42405,35,Female,23,9,6,3,Premium,Quarterly,184,4,0
28912,54,Female,33,11,9,18,Basic,Quarterly,253,25,1
58547,47,Female,37,6,10,20,Basic,Quarterly,471,3,1
36710,41,Female,57,1,3,3,Premium,Quarterly,370,29,0
5031,21,Male,24,2,8,13,Premium,Monthly,529,10,0
33370,60,Male,22,29,7,18,Standard,Quarterly,430,2,0
50999,59,Male,38,11,10,22,Basic,Annual,552,27,1
46276,46,Female,6,25,0,22,Basic,Monthly,270,23,1
59862,60,Female,28,4,4,0,Standard,Annual,116,12,1
25700,44,Male,15,24,5,24,Basic,Annual,502,29,0
42539,27,Male,1,15,5,10,Standard,Quarterly,177,26,0
8872,47,Male,8,22,1,2,Standard,Annual,604,24,0
11798,35,Female,39,21,9,13,Premium,Quarterly,350,22,0
15982,21,Male,43,27,7,3,Standard,Monthly,156,16,0
47105,57,Female,31,21,5,19,Premium,Monthly,875,29,1
46705,18,Female,49,18,1,29,Premium,Quarterly,292,21,1
61276,53,Female,59,17,9,27,Premium,Monthly,139,5,1
48994,52,Female,9,5,9,3,Premium,Annual,435,15,1
47580,58,Female,55,28,5,29,Standard,Annual,979,10,1
49705,58,Female,4,16,5,26,Standard,Monthly,751,11,1
24446,28,Male,5,7,1,19,Premium,Quarterly,160,10,0
56719,63,Female,54,3,5,3,Basic,Monthly,342,8,1
56126,60,Female,15,18,6,23,Standard,Monthly,990,25,1
10379,47,Male,42,12,7,23,Premium,Monthly,721,28,1
33494,47,Male,28,17,8,11,Premium,Monthly,337,13,0
14193,20,Male,39,4,9,17,Standard,Quarterly,522,18,1
49691,40,Male,44,30,9,29,Basic,Annual,895,25,1
56905,49,Female,4,3,5,13,Basic,Monthly,329,1,1
5662,62,Male,16,16,10,20,Basic,Quarterly,596,30,0
3310,47,Female,17,19,5,13,Premium,Quarterly,307,21,0
15421,48,Female,38,9,3,14,Premium,Annual,323,5,0
29916,22,Male,18,27,0,21,Basic,Quarterly,110,23,0
54270,37,Female,53,16,2,27,Premium,Monthly,884,23,1
61983,52,Male,31,6,9,19,Premium,Quarterly,374,26,1
1906,61,Male,53,1,3,2,Premium,Quarterly,467,9,0
33544,28,Female,52,29,1,21,Standard,Quarterly,774,24,0
40841,46,Male,46,30,3,12,Standard,Monthly,380,8,0
58880,60,Male,47,4,5,30,Standard,Quarterly,352,3,1
4157,61,Male,1,3,5,4,Standard,Annual,400,9,1
62627,50,Female,31,24,7,28,Basic,Annual,351,20,1
41706,52,Male,10,16,6,15,Basic,Monthly,453,19,0
54685,49,Female,48,5,10,25,Standard,Quarterly,467,20,1
52743,30,Female,27,9,10,22,Premium,Monthly,273,22,1
14005,46,Female,21,12,6,21,Basic,Quarterly,220,8,1
63026,51,Male,51,14,10,28,Standard,Annual,948,26,1
5674,35,Male,13,2,0,25,Premium,Quarterly,815,6,0
35987,30,Male,56,7,8,15,Premium,Monthly,134,29,0
45240,29,Male,44,26,10,12,Premium,Quarterly,900,14,0
11906,35,Male,3,23,2,15,Standard,Annual,192,25,0
57632,60,Female,5,3,4,6,Premium,Quarterly,841,24,1
6804,34,Female,19,1,5,9,Basic,Monthly,219,17,0
27848,60,Female,25,12,0,17,Standard,Annual,730,15,0
20631,53,Female,14,23,2,6,Premium,Monthly,508,4,0
15527,24,Male,17,22,1,28,Premium,Monthly,515,13,0
47601,63,Male,29,3,5,5,Basic,Monthly,682,14,1
58730,59,Male,34,17,9,23,Premium,Quarterly,329,21,1
37576,23,Female,25,17,8,22,Basic,Quarterly,785,25,1
12672,55,Female,42,15,5,20,Premium,Monthly,761,12,1
36845,19,Male,52,30,9,25,Standard,Quarterly,195,25,1
47085,48,Female,39,5,4,30,Basic,Monthly,420,26,1
42010,54,Male,41,27,8,9,Basic,Annual,263,23,0
36996,36,Male,7,17,9,10,Standard,Quarterly,403,23,0
33774,44,Female,4,28,1,29,Standard,Monthly,136,1,1
35877,28,Male,14,6,5,9,Basic,Annual,192,4,0
54023,25,Male,47,29,9,22,Standard,Annual,104,26,1
32053,27,Female,6,12,6,3,Standard,Quarterly,102,25,0
63393,24,Male,30,23,6,21,Standard,Monthly,161,4,1
7812,47,Female,2,8,8,30,Premium,Annual,581,22,0
8823,51,Male,5,3,0,15,Premium,Monthly,809,17,0
41825,32,Male,26,18,5,21,Basic,Monthly,338,25,1
37284,59,Male,11,3,0,27,Basic,Quarterly,264,28,0
31574,53,Male,49,23,5,2,Basic,Annual,707,13,0
5117,40,Female,14,12,8,26,Basic,Annual,121,28,1
60801,37,Female,24,26,1,23,Standard,Quarterly,486,17,1
56035,51,Female,45,3,9,9,Basic,Annual,548,23,1
13831,18,Male,14,30,5,10,Standard,Annual,425,24,0
59669,56,Female,60,26,6,25,Standard,Monthly,422,2,1
264,30,Female,55,27,6,11,Standard,Monthly,662,28,0
49652,22,Male,24,29,10,23,Premium,Monthly,682,25,1
43368,45,Female,55,30,6,11,Basic,Quarterly,405,2,0
13611,26,Female,6,10,8,21,Basic,Monthly,905,11,1
30901,23,Female,27,30,2,20,Basic,Annual,364,7,0
56825,41,Female,10,14,9,24,Standard,Annual,111,27,1
21769,45,Male,49,21,5,2,Premium,Quarterly,786,26,0
10659,50,Female,18,27,6,8,Standard,Monthly,810,13,0
55273,54,Male,24,14,5,23,Basic,Monthly,200,29,1
35407,36,Male,5,24,5,14,Basic,Annual,382,8,0
41761,28,Male,49,22,10,5,Standard,Annual,635,19,0
46307,21,Male,34,16,10,17,Standard,Annual,623,16,1
64236,35,Female,35,8,3,30,Basic,Annual,349,12,1
9734,33,Male,38,5,0,23,Premium,Quarterly,106,12,0
44569,62,Female,39,18,5,1,Premium,Annual,880,25,0
13931,28,Male,8,28,10,17,Standard,Annual,592,28,0
52406,65,Male,60,2,6,4,Premium,Quarterly,128,16,1
28785,18,Female,26,7,9,19,Premium,Quarterly,363,29,1
34657,26,Female,6,9,10,20,Standard,Quarterly,956,8,0
42183,53,Male,42,14,6,20,Standard,Annual,265,13,1
58834,34,Female,60,25,8,20,Standard,Monthly,679,23,1
16414,43,Male,17,18,2,29,Premium,Monthly,173,21,0
2302,55,Male,9,22,7,7,Standard,Quarterly,145,19,0
21496,62,Female,58,22,3,3,Standard,Monthly,697,27,0
60497,57,Female,42,2,7,24,Premium,Monthly,669,27,1
19169,39,Male,12,21,5,9,Standard,Annual,283,17,0
11887,56,Female,9,22,0,28,Basic,Monthly,475,25,1
50439,35,Female,50,29,7,30,Standard,Annual,233,24,1
29592,35,Male,30,22,6,26,Standard,Quarterly,799,4,1
37808,25,Male,19,12,2,13,Basic,Annual,727,9,0
9203,34,Male,37,17,2,26,Basic,Quarterly,121,7,0
15510,34,Male,4,15,8,5,Standard,Monthly,143,3,0
9556,24,Male,20,8,8,2,Basic,Quarterly,749,4,0
37367,50,Male,37,28,2,19,Standard,Monthly,670,1,0
37724,28,Female,50,28,3,14,Premium,Monthly,372,24,0
48749,40,Female,20,28,4,23,Premium,Monthly,694,23,1
57199,47,Female,4,12,6,25,Standard,Annual,245,18,1
9572,43,Male,19,22,0,5,Basic,Annual,254,14,0
34536,42,Male,24,18,4,6,Premium,Monthly,935,16,0
34455,18,Female,18,27,7,12,Standard,Quarterly,944,2,0
8125,56,Male,43,8,2,23,Premium,Annual,316,11,0
4094,45,Female,23,18,2,8,Basic,Quarterly,672,15,0
4114,40,Male,37,8,6,27,Basic,Monthly,671,24,1
26780,61,Male,27,6,3,20,Premium,Quarterly,584,25,0
47755,49,Female,8,5,1,29,Standard,Quarterly,296,15,1
6246,21,Female,22,27,6,30,Standard,Quarterly,829,1,0
29469,35,Male,33,2,6,27,Basic,Quarterly,554,22,1
1465,33,Male,21,19,9,20,Basic,Quarterly,156,26,0
22590,44,Female,60,30,3,8,Standard,Annual,527,14,0
25754,58,Male,11,4,8,9,Basic,Quarterly,997,6,1
32235,46,Female,24,22,6,23,Basic,Annual,678,23,1
3553,40,Female,3,4,8,24,Standard,Monthly,378,8,1
39856,41,Male,16,9,9,15,Standard,Monthly,348,18,0
41503,36,Male,35,14,7,5,Premium,Quarterly,747,21,0
12773,27,Female,56,24,2,9,Premium,Annual,570,9,0
20892,23,Male,30,24,8,13,Basic,Quarterly,939,24,0
5287,32,Female,31,16,7,0,Premium,Monthly,322,10,0
52977,53,Male,10,4,10,2,Basic,Monthly,834,18,1
63095,32,Female,5,29,0,29,Premium,Quarterly,102,28,1
56263,50,Female,5,11,8,28,Premium,Monthly,407,8,1
10495,55,Female,28,4,10,26,Basic,Quarterly,728,18,1
18925,43,Male,58,3,10,26,Premium,Annual,107,28,1
60591,40,Male,59,30,8,19,Premium,Quarterly,660,13,1
20223,32,Female,32,22,6,15,Standard,Annual,982,10,0
56051,60,Female,7,28,0,22,Standard,Quarterly,392,21,1
33791,20,Male,9,27,10,12,Basic,Quarterly,471,10,0
61511,18,Female,19,27,10,27,Premium,Annual,236,20,1
1159,43,Female,4,19,0,25,Standard,Monthly,994,11,1
48932,60,Female,15,21,0,29,Basic,Monthly,952,23,1
3356,44,Male,41,20,8,14,Basic,Quarterly,712,23,0
21907,24,Male,57,29,10,28,Basic,Quarterly,690,19,1
59332,48,Female,59,20,9,25,Basic,Quarterly,968,13,1
12093,32,Male,45,3,5,27,Premium,Annual,338,9,1
62930,41,Female,3,29,5,28,Premium,Quarterly,335,10,1
35373,65,Female,15,26,8,21,Basic,Quarterly,930,18,0
6869,29,Female,38,17,7,23,Standard,Quarterly,996,28,1
60354,52,Male,32,4,9,0,Premium,Monthly,976,21,1
58174,53,Female,37,21,5,27,Basic,Annual,724,3,1
50921,39,Male,52,28,9,30,Basic,Quarterly,144,8,1
8802,41,Female,39,17,7,1,Basic,Monthly,110,19,0
23201,22,Male,46,7,6,11,Basic,Monthly,937,7,0
8327,35,Male,42,19,10,21,Basic,Quarterly,674,7,1
21584,42,Female,12,16,5,3,Premium,Annual,812,1,0
59821,19,Female,23,23,9,28,Basic,Monthly,464,5,1
57497,33,Female,48,27,6,29,Standard,Monthly,300,26,1
38505,24,Female,21,23,9,8,Basic,Annual,663,20,0
41648,28,Female,4,21,8,22,Premium,Quarterly,513,25,0
11855,42,Male,31,29,7,17,Basic,Monthly,934,4,1
18353,37,Female,13,2,10,7,Premium,Annual,259,21,1
54141,27,Male,57,16,5,30,Standard,Quarterly,196,2,1
35117,22,Male,18,23,9,8,Premium,Monthly,917,14,0
26697,55,Female,30,30,10,5,Premium,Annual,882,28,0
18684,61,Male,38,18,7,13,Basic,Monthly,474,6,0
39921,55,Male,8,5,10,30,Premium,Monthly,750,18,1
58853,48,Male,39,29,8,25,Premium,Monthly,767,14,1
31587,19,Female,48,5,0,9,Premium,Monthly,638,23,0
59917,65,Female,45,3,3,27,Standard,Annual,254,2,1
58785,58,Female,19,1,7,17,Premium,Monthly,713,28,1
59823,36,Male,27,8,6,26,Basic,Monthly,489,23,1
52110,36,Female,17,18,10,28,Basic,Quarterly,288,11,1
16291,21,Female,16,11,6,24,Basic,Annual,905,2,0
27858,19,Male,50,12,2,30,Premium,Quarterly,873,7,0
35529,54,Female,7,25,7,7,Basic,Quarterly,861,10,0
21394,21,Female,30,24,1,13,Standard,Annual,493,21,0
27706,26,Male,47,25,10,24,Basic,Annual,436,29,1
11610,35,Male,31,4,4,5,Basic,Annual,711,11,0
4661,51,Female,35,23,0,2,Basic,Quarterly,531,15,0
35972,49,Male,11,29,9,26,Basic,Annual,463,13,0
649,50,Male,27,25,5,17,Basic,Quarterly,181,21,1
38074,65,Female,41,30,8,24,Basic,Annual,870,27,1
16244,27,Male,26,24,4,25,Standard,Quarterly,715,9,0
39565,26,Male,15,6,9,9,Premium,Annual,737,5,0
47910,59,Female,16,22,3,29,Premium,Monthly,622,9,1
30919,22,Male,30,18,4,15,Premium,Monthly,586,30,0
6015,28,Female,30,13,6,28,Premium,Quarterly,787,24,1
59085,30,Female,10,20,5,30,Standard,Annual,366,9,1
39408,58,Male,19,3,9,8,Premium,Quarterly,983,24,1
4549,45,Female,31,11,10,4,Basic,Quarterly,737,9,0
28190,36,Male,16,10,7,8,Basic,Annual,181,18,0
13035,18,Male,40,11,1,0,Standard,Monthly,513,16,0
33847,33,Female,33,6,6,8,Basic,Monthly,413,12,0
44843,29,Female,14,16,0,2,Basic,Annual,609,10,0
52928,25,Male,26,1,9,3,Standard,Annual,229,12,1
58357,46,Male,41,30,5,18,Basic,Quarterly,713,25,1
19529,24,Female,34,6,6,3,Premium,Annual,348,12,0
48997,31,Female,44,4,5,29,Premium,Monthly,243,10,1
63931,59,Male,5,3,3,15,Basic,Annual,835,26,1
4060,44,Female,31,8,0,10,Standard,Monthly,770,6,0
40243,39,Female,1,28,1,17,Premium,Annual,840,1,0
34252,57,Female,22,8,10,30,Standard,Annual,258,11,1
15937,22,Male,54,21,0,23,Basic,Annual,581,14,0
61753,19,Female,40,15,3,22,Basic,Monthly,685,2,1
13756,43,Male,25,8,4,12,Basic,Annual,169,6,0
6989,20,Male,44,23,6,8,Basic,Annual,853,22,0
9124,63,Female,34,17,0,28,Premium,Annual,336,28,1
14056,38,Female,47,9,2,22,Basic,Quarterly,348,8,1
16112,61,Female,21,22,5,22,Basic,Monthly,841,6,1
10419,18,Male,19,19,9,6,Basic,Annual,534,15,0
43709,27,Female,40,19,6,7,Standard,Quarterly,938,11,0
46190,44,Female,2,26,8,25,Standard,Monthly,746,12,1
6234,41,Female,26,9,5,2,Basic,Monthly,869,9,0
6254,52,Male,28,14,7,11,Basic,Quarterly,342,22,0
37804,34,Male,27,16,8,27,Standard,Annual,210,22,1
15259,32,Male,18,22,5,26,Standard,Annual,206,18,0
9862,48,Male,29,1,8,5,Basic,Annual,247,1,1
34425,24,Male,11,13,9,25,Premium,Annual,108,26,0
37136,18,Male,44,23,0,16,Basic,Monthly,131,23,0
10264,26,Male,32,24,10,1,Standard,Quarterly,104,16,0
63076,63,Female,45,2,5,22,Premium,Monthly,576,23,1
29221,45,Male,13,6,3,1,Premium,Monthly,657,6,0
6740,21,Female,15,6,8,28,Basic,Monthly,134,5,1
1390,33,Female,9,19,9,16,Standard,Annual,665,9,0
59454,21,Female,41,19,9,26,Basic,Quarterly,453,14,1
25156,25,Female,19,10,3,24,Standard,Annual,164,22,1
43525,64,Male,19,1,9,11,Standard,Annual,497,2,1
27768,58,Male,7,20,0,16,Standard,Annual,127,5,0
11299,60,Female,6,29,1,14,Premium,Monthly,963,16,0
45605,59,Male,13,13,5,28,Premium,Annual,185,27,0
769,26,Female,43,25,3,6,Basic,Monthly,298,1,0
25367,55,Male,53,5,10,12,Standard,Quarterly,118,17,1
9265,56,Male,54,28,0,15,Premium,Annual,467,16,0
